NAME,PER,RA,DEC,STAR,MSTAR,TEFF,DIST
Kepler-644 b,3.1739171,19.6983833334181,43.49313888867696,Kepler-644,1.49,6747,1413
Kepler-1108 b,4.51005748,19.73615555551317,45.98513888888889,Kepler-1108,0.88,5406,764
Kepler-119 b,2.422082,19.72976111094157,42.65891944461399,Kepler-119,,5595,
WASP-64 b,1.5732918,6.74100277794732,-32.85838888910082,WASP-64,1.004,5550,350
Kepler-190 b,2.019999,19.23893888897366,44.73379999998543,Kepler-190,,5106,
upsilon And b,4.6171363,1.613327777650621,41.40638611104753,upsilon And,1.31,6212.65,13.4916
Kepler-56 c,21.4050484,19.58388999998569,41.87186111132304,Kepler-56,1.37,4931,
Kepler-1267 b,13.0313945,19.94463611072964,43.44108333322737,Kepler-1267,1.15,6096,1628
Kepler-1138 b,3.17060005,19.05994999991523,48.30730555534362,Kepler-1138,0.95,5582,1101
Kepler-237 b,4.715106,18.88143055597941,40.42183055559794,Kepler-237,,4861,
Kepler-132 e,110.2869374,18.8823861111535,41.34302777820164,Kepler-132,0,6003,0
Kepler-223 e,19.721734,19.88788888878292,47.2794888888465,Kepler-223,,5829,
HD 86081 b,2.1375,9.934988888899486,-3.808463888698154,HD 86081,1.21,6028,95.3289
WASP-74 b,2.13775,20.30258888880412,-1.075722221798367,WASP-74,1.48,5990,120
HD 109246 b,68.27,12.53543333331744,74.4896638891432,HD 109246,1.01,5844,66.0502
WASP-68 b,5.084298,20.33971666653951,-19.3146944448683,WASP-68,1.24,5910,
Kepler-81 d,20.837846,19.5758000002967,42.82496944427491,Kepler-81,,4500,
Kepler-68 d,580,19.40215666664971,49.04024999989404,Kepler-68,1.079,5793,135
Kepler-403 c,54.280749,19.32809999995762,46.74456111060248,Kepler-403,,6090,
Kepler-197 d,15.677563,19.6817611111535,50.55898055606418,Kepler-197,,6004,
Kepler-1631 b,4.09513932,19.64217222213745,43.80766666677263,Kepler-1631,0.97,5679,1190
Kepler-589 b,16.54964934,18.70942500008477,47.75194444444445,Kepler-589,0.88,5296,643
Kepler-701 b,10.35533177,19.26627777735392,41.63327777756585,Kepler-701,0.88,5343,755
Kepler-1300 b,22.2419092,19.26886944439676,40.08688888894187,Kepler-1300,1.29,6130,757
Kepler-1485 b,19.9157725,19.87302777767182,44.73705555544959,Kepler-1485,1.11,6087,550
Kepler-348 b,7.05677,19.81700000001324,40.54836944474114,Kepler-348,,6177,
Kepler-341 d,27.666313,19.32411111089918,43.47276944425371,Kepler-341,,6012,
Kepler-1632 b,448.303558,19.63299166679382,43.91361111111111,Kepler-1632,1.12,6137,584
HD 128311 c,923.8,14.60012222222156,9.747125000423855,HD 128311,0.828,4965.42,16.5016
Kepler-445 d,8.15275,19.91573833359612,46.49833333333333,Kepler-445,0.18,3157,90
Kepler-603 b,21.05358596,19.61873333334923,42.29097222222222,Kepler-603,1.01,5808,967
Kepler-364 c,59.980627,18.77133055580987,47.39868888854981,Kepler-364,,6108,
Kepler-299 e,38.285489,18.88046111106873,48.58049999978807,Kepler-299,,5617,
Kepler-1075 b,1.52372816,19.16674444444478,47.46927777767181,Kepler-1075,0.56,3959,265
K2-25 b,3.484552,4.218223333358765,15.24778333346049,K2-25,0.294,3180,45.7
Kepler-902 b,40.1099547,19.31544722239176,46.95383333338632,Kepler-902,0.95,5647,904
CoRoT-23 b,3.6313,18.65217777782016,4.357777777777778,CoRoT-23,1.14,5900,599.988
Kepler-1158 b,13.5396293,19.48226388931274,41.5752222220103,Kepler-1158,1.41,6203,1258
Kepler-387 c,11.837549,19.18654999997881,45.65671111106872,Kepler-387,,5774,
Kepler-821 b,1.92279873,19.04116111119588,39.37952777756585,Kepler-821,0.84,5191,619
Kepler-684 b,6.77030201,19.39136666668786,38.27363888899485,Kepler-684,0.89,5493,1066
Kepler-54 d,20.995694,19.65160000006358,43.05630000008477,Kepler-54,,4252,
Kepler-1082 b,1.5432066,19.29057777775659,50.59847222222223,Kepler-1082,1.03,5923,628
Kepler-1474 b,36.4333452,19.64626944435967,45.86683333333995,Kepler-1474,1.04,5870,1214
WASP-39 b,4.055259,14.48844666692946,-3.444472221798367,WASP-39,0.93,5400,230
Kepler-102 e,16.1457,18.76549999978807,47.20777777777778,Kepler-102,0.8,4903,
Kepler-1463 b,25.15864,19.63248611132304,42.00691666656071,Kepler-1463,0.96,5679,1341
Kepler-219 b,4.585512,19.24926944414775,46.7625611114502,Kepler-219,,5786,
Kepler-1377 b,0.74092842,19.27969722217983,46.65169444441795,Kepler-1377,0.86,5218,1019
Kepler-549 c,117.040498,18.86818611105283,47.26113888846503,Kepler-549,0.88,5360,648
GJ 876 b,61.1166,22.88782222217984,-14.26205833329095,GJ 876,0.32,,4.68867
Kepler-984 b,43.0342272,19.79725833363003,46.39413888931274,Kepler-984,0.96,5610,461
Kepler-385 b,10.043686,19.62256944444444,50.33653888887829,Kepler-385,,6326,
Kepler-374 b,1.897806,19.60918888939752,42.37050000005299,Kepler-374,,5977,
Kepler-296 e,34.142347,19.10266944434908,49.43733055565092,Kepler-296,,4249,
HD 164509 b,282.4,18.02534166653951,0.1046055555343628,HD 164509,1.13,5922,51.9999
HD 9446 b,30.052,1.555572222073873,29.26528055508932,HD 9446,1,5793,52.356
HD 18742 b,772,3.002963888910082,-20.80255000008477,HD 18742,1.73,5016,135
Kepler-255 b,5.714606,19.73761944452922,45.97683888859219,Kepler-255,,5573,
Kepler-636 b,16.08066115,19.57279166645474,41.09516666624281,Kepler-636,0.85,5203,341
Kepler-197 b,5.599308,19.6817611111535,50.55898055606418,Kepler-197,,6004,
Kepler-183 c,11.637071,19.56871944440736,39.31588888910081,Kepler-183,,5888,
Kepler-745 b,9.93143556,19.43329444461399,37.05927777820163,Kepler-745,1.04,5849,1199
Kepler-517 b,60.92832271,19.57835555606418,41.29536111089918,Kepler-517,0.95,5690,284
Kepler-232 b,4.431222,19.72108055565092,51.12173888895246,Kepler-232,,5847,
Kepler-345 c,9.387427,19.68191944440206,45.97101944446564,Kepler-345,,4504,
WASP-80 b,3.0678504,20.2111605559455,-2.144194444020589,WASP-80,0.58,4145,60
HD 167042 b,420.77,18.17542500019074,54.28595277786255,HD 167042,1.63,5028,50.226
Kepler-1373 b,1.29123275,19.05013611111376,39.24919444402059,Kepler-1373,1.22,6299,1112
Kepler-152 b,18.207973,19.12436944431729,41.98908055570391,Kepler-152,,5088,
Kepler-743 b,3.17926292,19.70494444423252,42.80644444465637,Kepler-743,0.94,5486,258
HD 69830 b,8.6669998,8.306605555746291,-12.62976944393582,HD 69830,0.849,5360,12.4938
Kepler-983 b,60.0855082,19.00693611092037,45.0081666665607,Kepler-983,1.13,6052,655
Kepler-8 b,3.52254,18.75254111104541,42.45105555554231,Kepler-8,1.213,6213,1330
Kepler-1014 b,16.57110363,19.00813611136542,44.11061111132304,Kepler-1014,0.88,5388,672
Kepler-336 d,20.678772,19.34918055534363,41.33138055589464,Kepler-336,,5867,
Kepler-646 b,15.87364565,19.36475555525886,44.38708333333333,Kepler-646,0.93,5634,513
Kepler-1272 b,51.1309704,19.01465555508932,38.80588888910081,Kepler-1272,1.06,5926,896
Kepler-353 c,8.410894,19.7904388888677,41.75818055576748,Kepler-353,,3903,
HD 114762 b,83.9151,13.2055833334393,17.5171277777685,HD 114762,0.894578,5952.51,38.6548
Kepler-154 b,33.040532,19.31870000004768,49.89653055508931,Kepler-154,,5690,
Kepler-804 b,14.37457351,19.55815000004239,44.78513888888889,Kepler-804,1.01,5817,648
61 Vir c,38.021,13.30693611092038,-18.30861111111111,61 Vir,0.942,5571,8.55505
HD 45652 b,43.6,6.486963888804118,10.93404444442855,HD 45652,0.83,5312,34.3525
Kepler-1244 b,3.70428172,18.82008055554496,46.51619444423252,Kepler-1244,1.46,6680,764
Kepler-1386 b,6.73972381,18.72155833350287,42.63605555560854,Kepler-1386,1.02,5733,838
Kepler-978 b,49.6221509,19.11404722213745,43.0434444448683,Kepler-978,1.07,6002,624
Kepler-1404 b,15.9314739,19.73396111110846,50.49838888910082,Kepler-1404,0.84,5261,946
Kepler-735 b,11.51516988,18.97925833384196,46.17225000010596,Kepler-735,0.85,5107,790
Kepler-237 c,8.103636,18.88143055597941,40.42183055559794,Kepler-237,,4861,
HAT-P-14 b,4.627669,17.3410761112637,38.24219444433848,HAT-P-14,1.386,6600,204.918
Kepler-972 b,7.03932553,19.72191388871935,43.42549999978807,Kepler-972,1.15,6146,1304
Kepler-317 c,8.77501,19.66293055534363,39.03206111060248,Kepler-317,,5497,
Kepler-1572 b,5.49548621,18.79315277735392,46.72263888888889,Kepler-1572,0.97,5618,600
Kepler-301 d,13.751243,18.93219999949137,49.23298888842265,Kepler-301,,5815,
Kepler-1363 b,2.94194094,19.79976944393582,49.25641666677263,Kepler-1363,0.76,4839,559
Kepler-148 c,4.180043,19.31908055543899,46.85878888871935,Kepler-148,,5272,
Kepler-49 d,2.576549,19.48631111118529,40.59178888903724,Kepler-49,,4252,
Kepler-668 b,8.35390639,19.03328333324856,49.27736111111111,Kepler-668,0.87,5352,877
Kepler-1013 b,18.93054959,19.34987222247653,44.43525000002649,Kepler-1013,0.81,4954,433
Kepler-796 b,6.40087618,19.1538583334287,39.14472222222222,Kepler-796,0.93,5475,377
Kepler-1634 b,374.876239,19.60289444446564,45.13977777798971,Kepler-1634,0.92,5474,654
HIP 105854 b,184.2,21.43965277777778,-37.82940277735393,HIP 105854,2.1,4780,80.84
Kepler-169 b,3.250619,19.06666111098395,40.91931944449743,Kepler-169,,4997,
WASP-66 b,4.086052,10.54833361095852,-34.98980555534363,WASP-66,1.3,6600,380
HD 73256 b,2.5485799,8.606427777608236,-30.03778611130185,HD 73256,1.05,5636,37.7644
Kepler-1427 b,0.96897238,19.68997777779897,45.11455555597941,Kepler-1427,1.01,5793,1220
Kepler-303 c,7.061149,18.87570000012716,43.65704999976688,Kepler-303,,3944,
Kepler-1274 b,6.98152703,18.97291388882531,46.4497777779897,Kepler-1274,1.45,6179,609
Kepler-1032 b,3.29011795,19.32872499995761,40.09775000042386,Kepler-1032,0.77,4647,607
Kepler-168 b,4.425391,19.64733888838026,39.82510000016955,Kepler-168,,6282,
Kepler-56 b,10.5034294,19.58388999998569,41.87186111132304,Kepler-56,1.37,4931,
6 Lyn b,874.774,6.513094444274902,58.16345555517408,6 Lyn,1.82,4978,56.9476
Kepler-238 b,2.090876,19.19313888867696,40.63782222217984,Kepler-238,,5751,
Kepler-151 c,24.674612,19.47751944435967,41.0232388888465,Kepler-151,,5460,
Kepler-1487 b,7.31946363,19.69987499978807,38.64450000021193,Kepler-1487,1.38,6541,1094
Kepler-150 b,3.428054,19.21561111132304,40.52089999993642,Kepler-150,,5560,
HD 180314 b,396.03,19.24727222230699,31.86030000050863,HD 180314,2.6,4917,131.406
HD 17092 b,359.89999,2.772809722158644,49.65305555555555,HD 17092,2.3,4650,108.696
Kepler-780 b,0.67737516,18.78442500001854,44.29255555576748,Kepler-780,1.01,5769,520
Kepler-353 b,5.795278,19.7904388888677,41.75818055576748,Kepler-353,,3903,
Kepler-931 b,8.03755877,19.80884166664547,42.76824999994702,Kepler-931,0.86,5241,490
Kepler-1246 b,11.32271513,19.17716111077203,48.98216666645474,Kepler-1246,0.73,4611,435
Kepler-1169 b,6.11009134,19.66077222188314,46.49147222201029,Kepler-1169,1.24,6191,538
Kepler-1105 b,4.42157218,18.74078333324856,42.45494444423252,Kepler-1105,0.71,4299,369
HIP 57274 b,8.1352,11.74471666653951,30.96021944469876,HIP 57274,0.73,4640,25.9202
Kepler-93 b,4.72674,19.42786111089918,38.67222222222222,Kepler-93,0.91,5669,
Kepler-281 c,36.337373,19.6072111108568,44.77070000012716,Kepler-281,,5723,
WASP-94 A b,3.9501907,20.91887472218938,-34.13552777780427,WASP-94 A,1.29,6170,180
Kepler-236 b,8.295611,18.92443055576748,39.89808055559794,Kepler-236,,3750,
HD 202206 b,255.87,21.24938611136542,-20.78891944461399,HD 202206,1.074,5787.84,45.3309
WASP-5 b,1.6284229,23.95659972243839,-41.27713888910082,WASP-5,1.01,5880,300.03
Kepler-78 b,0.35500744,19.58277472178141,44.44838888910081,Kepler-78,0.81,5089,
Kepler-55 f,10.198545,19.0112194442749,44.02646111064487,Kepler-55,,4503,
Kepler-314 c,5.960392,19.64493888854981,42.07558055559794,Kepler-314,,5378,
CoRoT-2 b,1.7429935,19.45180444439252,1.383694444431199,CoRoT-2,0.97,5625,
Kepler-447 b,7.79430132,19.01790555556615,48.56,Kepler-447,1,5493,
Kepler-187 c,10.640263,19.98643055544959,44.08931111123827,Kepler-187,,6105,
Kepler-257 c,6.581484,19.82106944455041,46.02326111104753,Kepler-257,,5180,
Kepler-424 c,223.3,19.90832611136966,48.57744444423252,Kepler-424,1.01,5460,
Kepler-522 b,38.58422849,19.21026666641235,44.06883333338632,Kepler-522,1.54,6392,749
HD 108874 c,1680.3835,12.50744444423252,22.88004444440206,HD 108874,0.95,5550.95,62.6174
Kepler-1615 b,47.3126192,19.09061388863458,42.22747222264608,Kepler-1615,1.04,5865,940
GJ 832 c,35.68,21.55945000012716,-49.00701666673024,GJ 832,0.45,3472,4.95
Kepler-894 b,9.803224,19.24893888897366,46.93938888867696,Kepler-894,0.87,5603,1090
Kepler-1609 b,114.34219,19.34310277726915,39.66583333333333,Kepler-1609,1.18,6132,1483
Kepler-289 b,34.543901,19.83101944393582,42.88283888922798,Kepler-289,,5930,
Kepler-1524 b,70.9674603,19.59236111111111,39.51980555560854,Kepler-1524,1.17,6179,506
Kepler-346 c,23.851549,19.20078888886504,46.11761111113761,Kepler-346,,6033,
Kepler-1403 b,5.19492202,19.39118055555555,38.96011111153497,Kepler-1403,1.11,6060,1801
Kepler-953 b,88.40655258,19.26477777798971,44.62452777756585,Kepler-953,0.95,5416,240
Kepler-1479 b,14.53261362,19.04746111128065,49.70666666666667,Kepler-1479,0.99,5796,619
HD 200964 c,825,21.11105277803209,3.802997222211626,HD 200964,1.57,5082,72.2022
HD 10180 h,2248,1.631552777820163,-60.51154166645474,HD 10180,1.06,5911,39.0168
HD 33142 b,326.6,5.126541666454739,-13.98656388892068,HD 33142,1.62,5049,126
Kepler-402 e,11.242861,19.22468055566152,43.35461111121707,Kepler-402,,6090,
HAT-P-20 b,2.875317,7.46109694480896,24.3364722222752,HAT-P-20,0.756,4595,70.0001
HD 7924 b,5.39792,1.366444444656372,76.7103666665819,HD 7924,0.832,5177,16.8095
Kepler-834 b,13.32388301,19.13696666664547,45.18036111089918,Kepler-834,0.7,4554,620
Kepler-439 b,178.1396,18.72010555558734,44.03400000002649,Kepler-439,0.884,5431,693
Kepler-1060 b,46.8779367,19.0683472222752,39.63091666645474,Kepler-1060,0.99,5797,861
Kepler-1150 b,2.78786839,19.78163333363003,49.53272222201029,Kepler-1150,0.76,4754,373
CoRoT-5 b,4.0378962,6.751816944413715,0.8152222220102946,CoRoT-5,1,6100,
Kepler-1184 b,53.5991044,19.41880277779367,46.96599999957615,Kepler-1184,1.05,5983,1193
WASP-47 b,4.1591409,22.08020305527581,-12.0188611111376,WASP-47,1.02,5576,200
Kepler-194 d,52.814973,19.46476111094157,47.86416944397821,Kepler-194,,6089,
OGLE-2011-BLG-0251 b,,17.63727222230699,-27.13613888899485,OGLE-2011-BLG-0251,0.26,,2570
Kepler-1566 b,0.53991524,18.9058416668574,40.5749166668786,Kepler-1566,0.84,5254,511
Kepler-36 b,13.83989,19.41667361111121,49.23186111132304,Kepler-36,1.071,5911,
Kepler-161 b,4.921355,19.36776944445239,43.08381944444444,Kepler-161,,5078,
Kepler-943 b,49.7701438,18.95159722222222,41.53502777775128,Kepler-943,0.93,5612,1239
Kepler-899 b,19.17891293,19.83217222213745,40.68077777756585,Kepler-899,0.93,5595,1038
HAT-P-35 b,3.646706,8.216716388890314,4.78702777783076,HAT-P-35,1.236,6096,535.045
HD 99109 b,439.3,11.40484999974569,-1.528686111238268,HD 99109,0.94,5272.39,49.9251
Kepler-1347 b,14.00947528,19.9773083337148,40.84386111153497,Kepler-1347,0.82,5193,321
Kepler-649 b,29.90722674,19.04372777726915,45.07955555597941,Kepler-649,0.97,5871,525
Kepler-778 b,3.75574426,19.16516111161974,44.23752777788374,Kepler-778,0.81,5102,899
Kepler-253 c,10.281951,19.45613055547078,44.85808888912201,Kepler-253,,5208,
Kepler-744 b,12.06222443,19.76640833324856,47.18286111089918,Kepler-744,0.94,5594,486
Kepler-5 b,3.54846,19.96046722200182,44.03502777775128,Kepler-5,1.374,6297,
Kepler-161 c,7.06424,19.36776944445239,43.08381944444444,Kepler-161,,5078,
HD 10647 b,1003,1.708097222116258,-53.74057499991523,HD 10647,1.095,6104.96,17.4338
Kepler-675 b,2.33743801,19.58888888888889,50.23036111089919,Kepler-675,0.79,4945,651
Kepler-758 d,20.4966197,19.53897499985165,41.13544444441796,Kepler-758,1.16,6228,1353
Kepler-331 b,8.457496,19.45561944431729,39.30736111111111,Kepler-331,,4347,
Kepler-28 c,8.98597,19.47580194473267,42.42941666709052,Kepler-28,0.75,4590,
Kepler-600 b,23.67517607,18.92220277786255,41.97863888846503,Kepler-600,0.84,5279,624
HATS-9 b,1.9153073,19.38729999992583,-20.16630555576748,HATS-9,1.03,5366,622
Kepler-782 b,158.6853308,19.25788333310021,47.75944444444445,Kepler-782,0.98,5867,412
Kepler-121 b,3.177422,19.0774694442749,39.67799999978807,Kepler-121,,5311,
Kepler-1407 b,20.0711504,18.92949444452922,41.47161111089918,Kepler-1407,1.1,6010,1275
Kepler-816 b,10.50682565,19.55752222220103,39.21244444423252,Kepler-816,0.9,5286,1059
Kepler-1205 b,1.07839035,19.35198055558735,41.51505555576748,Kepler-1205,0.84,5226,766
Kepler-1585 b,3.5827463,19.74393333329095,44.56311111132304,Kepler-1585,0.94,5538,1269
Kepler-621 b,2.62811375,19.39515277756585,39.91413888931275,Kepler-621,0.72,4521,389
Kepler-412 b,1.720861232,19.07402222209507,43.68096111085679,Kepler-412,1.167,5750,1056
upsilon And c,241.33335,1.613327777650621,41.40638611104753,upsilon And,1.31,6212.65,13.4916
Kepler-170 c,16.665863,18.96808055559794,41.62960000038147,Kepler-170,,5679,
Kepler-122 b,5.766193,19.40746111128065,39.94911111089918,Kepler-122,,6050,
WASP-12 b,1.09142245,6.509109444088406,29.67227777798971,WASP-12,1.28,6300,
Kepler-148 b,1.729366,19.31908055543899,46.85878888871935,Kepler-148,,5272,
HD 170469 b,1145,18.48639166673025,11.69554444419013,HD 170469,1.136,5810,62.7353
Kepler-285 b,2.633867,19.42606111102634,48.06561111132304,Kepler-285,,5411,
HD 88133 b,3.41587,10.16879999995232,18.18751111110052,HD 88133,1.18,5438,81.4332
HD 196885 b,1333,20.66440277735392,11.24944722175598,HD 196885,1.23,6254,33.5233
24 Sex b,455.2,10.39120277775658,-0.9021611111693912,24 Sex,1.81,5069,77.4593
HD 190228 b,1136.1,20.05019444444113,28.30702777756585,HD 190228,1.821,5347.98,61.6143
Kepler-333 b,12.551158,19.48573888884651,40.91358888838026,Kepler-333,,4259,
Kepler-510 b,19.55659418,19.17700000021193,39.24427777820163,Kepler-510,0.91,5746,378
Kepler-370 c,19.02293,19.47808055559794,40.91631111145019,Kepler-370,,5852,
OGLE-2006-BLG-109L b,1788.5,17.87626388867696,-30.08769444439146,OGLE-2006-BLG-109L,0.51,,1510
Kepler-762 b,3.7705521,19.41837500002649,47.32950000021193,Kepler-762,1.06,5944,1465
Kepler-111 c,224.784608,19.44354999966092,44.6882694445716,Kepler-111,,5952,
Kepler-267 d,28.464515,19.98868888907963,47.15746111128065,Kepler-267,,4258,
HD 181720 b,956,19.38136666615804,-32.91804444445504,HD 181720,0.92,5781,58.072
55 Cnc c,44.38,8.876702778074478,28.33138888888889,55 Cnc,0.905,5196,12.3411
Kepler-1125 b,17.6700642,19.69874722268846,40.73197222179837,Kepler-1125,0.95,5683,910
Kepler-995 b,28.26731672,18.97438055568271,39.13102777798971,Kepler-995,0.83,5206,659
HD 156411 b,842.2,17.33095277786255,-48.54880833307902,HD 156411,1.24,5910,54.7945
Kepler-1196 b,66.1849031,19.49130277792613,43.91080555597941,Kepler-1196,0.98,5756,946
HATS-3 b,3.547851,20.83049999978807,-24.42880555576749,HATS-3,1.209,6351,453
Kepler-101 b,3.487691,18.88370000001457,48.35522777769301,Kepler-101,,5570,
Kepler-536 b,1.8270823,19.84909166653951,49.63716666671965,Kepler-536,0.92,5524,446
Kepler-680 b,3.68992629,19.44149444421133,50.61824999994702,Kepler-680,1.08,5890,1342
91 Aqr b,181.4,23.26479999966092,-9.087694444391463,91 Aqr,1.32,4681,45.9
Kepler-362 b,10.327186,19.4514388888412,47.52989999983046,Kepler-362,,5788,
Kepler-301 b,2.508553,18.93219999949137,49.23298888842265,Kepler-301,,5815,
Kepler-1126 b,108.593329,19.04613333384196,45.68938888867696,Kepler-1126,0.92,5798,668
Kepler-860 b,5.10137945,19.70515000025431,46.25475000010596,Kepler-860,1.04,5836,1295
Kepler-403 b,7.031462,19.32809999995762,46.74456111060248,Kepler-403,,6090,
Kepler-676 b,11.59822172,19.74813055568271,50.28725000010596,Kepler-676,0.51,3701,243
Kepler-1596 b,66.373379,19.03716666671965,49.33008333312141,Kepler-1596,0.95,5706,1166
Kepler-404 c,14.751166,19.0932388888465,45.34353055530124,Kepler-404,,5654,
Kepler-279 b,12.309681,19.15941111140781,42.19483055538601,Kepler-279,,6363,
HD 27894 b,17.990999,4.34634444448683,-59.41150000042386,HD 27894,0.75,4875,43.8789
Kepler-1256 b,12.4127754,19.43161944495307,44.68352777777447,Kepler-1256,1.17,6129,862
HD 156279 b,131.05,17.20644722196791,63.35170277780957,HD 156279,0.93,5453,36.6032
Kepler-411 c,7.83442788,19.17370555559794,49.52325000021192,Kepler-411,0.83,4974,0
Kepler-207 d,5.868075,19.33536944442325,42.16604999966091,Kepler-207,,5920,
Kepler-502 b,4.28686431,19.40534166653951,43.86019444465637,Kepler-502,1.15,6125,1433
Kepler-297 c,74.920137,18.88061111132304,48.77763888888889,Kepler-297,,5619,
Kepler-436 c,16.79713874,20.11471666653951,44.41205555597941,Kepler-436,0.73,4651,618
Kepler-345 b,7.415563,19.68191944440206,45.97101944446564,Kepler-345,,4504,
Kepler-1449 b,13.2274528,19.2154499997033,50.56788888891538,Kepler-1449,1.08,5979,1321
61 Vir d,123.01,13.30693611092038,-18.30861111111111,61 Vir,0.942,5571,8.55505
Kepler-141 c,7.010606,19.86473055521647,47.73168055534363,Kepler-141,,4910,
Kepler-1399 b,1.63865306,19.55411111116409,46.04172222243415,Kepler-1399,0.97,5735,1256
HD 179079 b,14.476,19.18608611106873,-2.638166666560703,HD 179079,1.09,5724,65.5308
Kepler-504 b,9.54927542,18.99478888935513,45.97238888899486,Kepler-504,0.33,3519,75
Kepler-220 d,28.122397,19.43373888889948,46.8957388888465,Kepler-220,,4632,
OGLE-05-390L b,3500,17.90533333354526,-30.37722222222222,OGLE-05-390L,0.22,,6500
WASP-4 b,1.3382299,23.57085611104965,-42.06141666624281,WASP-4,0.91,5500,300.03
Kepler-432 c,406.2,19.55214694446988,48.28583333333333,Kepler-432,1.32,4995,870
Kepler-141 b,3.107675,19.86473055521647,47.73168055534363,Kepler-141,,4910,
Kepler-1641 b,19.672266,19.75729722234938,41.57452777756586,Kepler-1641,1.12,6152,961
Kepler-1026 b,36.5156053,18.90701666673024,39.99797222243415,Kepler-1026,0.79,4948,389
HD 4113 b,526.62,0.7201555556721158,-37.98235277811686,HD 4113,0.99,5688,44.0529
Kepler-488 b,3.12082923,18.86441111140781,48.34508333312141,Kepler-488,1.07,5970,1157
HD 330075 b,3.38773,15.8271944448683,-49.96329722192553,HD 330075,0.7,5017,49.6032
Kepler-1029 b,4.41769648,19.47553055551317,41.54752777735392,Kepler-1029,0.82,5030,422
Kepler-754 b,14.5596237,19.55027500000265,37.84619444423252,Kepler-754,1.06,5935,1192
Kepler-524 c,1.88897906,19.79061388863458,49.16205555597941,Kepler-524,1.09,6014,730
Kepler-256 e,10.681572,19.50536111089918,46.09738888846503,Kepler-256,,5551,
HD 104985 b,199.505,12.0874277777142,76.90595833354527,HD 104985,1.04,4819,97.0874
HATS-10 b,3.312846,19.62050000005298,-22.20447222232819,HATS-10,1.101,5880,496
Kepler-189 b,10.399931,19.17098055548138,44.305,Kepler-189,,5235,
Kepler-691 b,8.114379,19.25413333336512,40.03338888888972,Kepler-691,0.53,3715,239
Kepler-101 c,6.029809,18.88370000001457,48.35523055553436,Kepler-101,,5570,
Kepler-653 c,0.90037648,18.81419444402059,46.71780555552907,Kepler-653,1.02,5665,593
Kepler-1537 b,1.4444538,19.62569444444444,43.82547222243415,Kepler-1537,0.81,5079,503
Kepler-750 c,4.08899022,19.273125,44.00438888894187,Kepler-750,1.15,6160,1181
HD 87883 b,2754,10.14532777786255,34.24240555551317,HD 87883,0.803,4958,18.205
Kepler-520 c,5.21104261,19.54535555521647,41.61775000002649,Kepler-520,1.1,6112,492
WASP-135 b,1.4013794,17.81899999989404,29.87913888931275,WASP-135,0.98,5657,300
Kepler-81 c,12.04,19.57579722192552,42.82497222211626,Kepler-81,0.64,4500,
Kepler-156 c,15.906801,19.35309999995762,37.74948888884651,Kepler-156,,5094,
Kepler-127 d,48.630408,19.01266944461399,46.02796111106873,Kepler-127,,6106,
Kepler-657 b,24.54350418,19.41315277735392,47.30780555566152,Kepler-657,1.01,5808,1244
Kepler-1311 b,11.1726994,19.3100833331214,43.82441666656071,Kepler-1311,1.05,5748,705
HD 10180 g,602,1.631552777820163,-60.51154166645474,HD 10180,1.06,5911,39.0168
Kepler-1092 b,58.6017925,19.84820833312141,47.11266666624281,Kepler-1092,0.99,5862,914
Kepler-1214 b,18.82634264,19.00950833320618,49.80066666669315,Kepler-1214,0.85,5130,757
Kepler-275 c,16.088134,19.49864999983046,38.51491944419013,Kepler-275,,6165,
Kepler-482 b,56.35418576,19.78819444444445,48.10755555576748,Kepler-482,0.75,4871,290
Kepler-1495 b,85.273256,19.07538333310021,38.77963888910082,Kepler-1495,1.03,5831,1307
Kepler-201 c,151.884058,19.57506944444444,41.27281944433848,Kepler-201,,6065,
WASP-94 B b,2.00839,20.91887472218938,-34.13552777780427,WASP-94 B,1.24,6040,
Kepler-208 c,7.466623,19.59268055597941,42.52796944406298,Kepler-208,,6092,
Kepler-722 c,105.144749,19.35088611112701,44.55644444465637,Kepler-722,1.03,5863,1375
Kepler-1174 b,6.89225223,18.78876388867696,42.29891666624281,Kepler-1174,1.04,5936,829
Kepler-274 b,11.634788,19.52818055576748,38.47728055530124,Kepler-274,,6023,
Kepler-581 b,40.6069821,19.69551944414775,40.64825000021192,Kepler-581,1,5772,833
Kepler-693 b,15.37563332,18.88356944445107,40.35819444444444,Kepler-693,0.76,4881,1002
Kepler-1102 b,51.3285623,18.75483888891008,48.06650000042385,Kepler-1102,0.96,5724,986
Kepler-769 c,15.9870174,19.51420555538601,38.35822222232819,Kepler-769,1.19,6186,1362
Kepler-652 b,4.18200253,19.20054166667991,46.47355555534363,Kepler-652,0.97,5490,423
Kepler-420 b,86.647661,19.41501194424099,44.92722222222222,Kepler-420,0.99,5520,900
HD 66428 b,1973,8.057974999745687,-1.162202777862549,HD 66428,1.061,5752.03,54.9149
HD 52265 b,119.29,7.005027777883742,-5.367358333335982,HD 52265,1.17,6076.31,28.9603
HATS-14 b,2.766741,21.13076444413927,-26.09638888888889,HATS-14,0.967,5346,513
Kepler-75 b,8.884924,19.40917277759976,36.57736111111112,Kepler-75,0.88,5330,1140
Kepler-326 c,4.580358,19.62170000023312,46.00225000010597,Kepler-326,,5105,
Kepler-554 b,1.90220856,19.76045555538601,51.35816666656071,Kepler-554,0.93,5447,642
